1495181242,17,527
1495181573,14,639
1495181684,17,703
1495182125,17,751
1495182235,15,816
1495182456,14,895
1495182677,17,944
1495182898,17,928
1495183008,16,927
1495183339,15,927
1495183450,16,895
1495183560,18,816
1495183891,17,576
1495184002,18,575
1495184333,16,606
1495184885,17,767
1495185547,15,863
1495185768,17,783
1495185988,17,638
1495186099,17,575
1495186540,15,551
1495186650,18,512
1495186981,17,479
1495187864,16,575
1495187974,17,575
1495188195,17,527
1495188525,16,535
1495188746,18,536
1495188967,16,446
1495189408,16,431
1495189849,19,407
1495189960,19,359
1495190070,17,327
1495190842,16,392
1495191283,18,340
1495191394,19,328
1495191614,17,315
1495191724,19,275
1495192165,19,257
1495192496,17,295
1495192607,19,315
1495193048,19,527
1495193378,18,567
1495193599,19,639
1495194040,17,672
1495194260,17,704
1495194371,19,695
1495195253,19,927
1495195363,20,928
1495195473,19,959
1495195804,18,959
1495195914,21,919
1495196356,19,927
1495196686,19,960
1495196796,22,951
1495197127,19,959
1495197238,21,943
1495197789,18,943
1495198009,19,912
1495198450,20,919
1495198671,19,799
1495199001,19,767
1495199774,22,768
1495199884,19,751
1495199994,20,704
1495200215,19,639
1495200325,23,608
1495200656,19,520
1495201097,19,463
1495201317,22,487
1495201648,22,504
1495202089,19,520
1495202199,19,523
1495202310,22,527
1495202530,23,544
1495203192,22,731
1495203302,22,736
1495203412,22,720
1495203854,19,607
1495204074,19,544
1495204295,21,480
1495204515,20,424
1495204626,22,415
1495204957,19,384
1495205066,19,392
1495205839,19,363
1495205949,19,363
1495206390,19,352
1495206500,19,336
1495206831,22,368
1495206941,22,383
1495207272,19,333
1495207713,19,352
1495207824,19,343
1495208044,20,367
1495208265,19,339
1495209147,20,312
1495209257,19,320
1495209809,21,335
1495210912,18,307
1495211353,19,255
1495211794,19,251
1495211905,18,239
1495212015,19,224
1495212236,18,215
1495212346,19,242
1495212787,21,208
1495213228,19,144
1495213338,19,135
1495213559,17,123
1495213669,19,138
1495214000,21,125
1495214111,19,132
1495214221,20,136
1495214442,19,144
1495214552,19,132
1495215545,17,143
1495215655,19,137
1495215986,19,118
1495216096,19,96
1495216538,17,108
1495216648,19,107
1495216758,17,114
1495216979,19,109
1495217530,20,127
1495217641,19,141
1495217861,19,179
1495218082,19,183
1495218412,18,151
1495218523,17,161
1495219185,17,144
1495219296,17,147
1495219626,19,133
1495219736,17,112
1495219847,18,95
1495220067,19,79
1495220178,19,82
1495220288,17,80
1495220508,19,79
1495220619,19,71
1495220729,19,69
1495221391,17,64
1495221501,18,64
1495221612,19,59
1495222383,17,45
1495222825,17,33
1495223046,17,27
1495223156,18,23
